2023-03-22 07:14:21.521222	https://www.encodeproject.org/report/?type=Experiment&control_type%21=%2A&assay_term_name=ATAC-seq&status=released&limit=all
ID	Accession	Assay name	Assay title	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR253QLW/	ENCSR253QLW	ATAC-seq	ATAC-seq				Homo sapiens GM18511	GM18511	GEO:GSE172518		Stephen Montgomery, Stanford	ENCODE	released	/files/ENCFF236FBU/,/files/ENCFF690APL/,/files/ENCFF628HNQ/,/files/ENCFF313BZQ/,/files/ENCFF296IFA/,/files/ENCFF990WXU/,/files/ENCFF695HXA/,/files/ENCFF686SWP/,/files/ENCFF299CLD/,/files/ENCFF521LXC/,/files/ENCFF458IEJ/		ENCBS166NJK	1	1		Homo sapiens	adult													/replicates/9ca675fb-d96a-49ea-84ea-e1ef48f6a5c2/				
/experiments/ENCSR389WJO/	ENCSR389WJO	ATAC-seq	ATAC-seq				Homo sapiens HCT116 genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, (insertion) using CRISPR targeting H. sapiens RAD21	HCT116	GEO:GSE187412		Michael Snyder, Stanford	ENCODE	released	/files/ENCFF094JJQ/,/files/ENCFF657ABI/,/files/ENCFF536HBD/,/files/ENCFF199EVN/,/files/ENCFF098DPZ/,/files/ENCFF732GJO/,/files/ENCFF927OWI/,/files/ENCFF196OCX/,/files/ENCFF907FXZ/,/files/ENCFF512OJM/,/files/ENCFF853UAQ/,/files/ENCFF923JFP/,/files/ENCFF951UBN/,/files/ENCFF037GXC/,/files/ENCFF322MXA/,/files/ENCFF941UHL/,/files/ENCFF041WEZ/,/files/ENCFF500OLT/,/files/ENCFF092BPH/,/files/ENCFF758NZE/,/files/ENCFF978HDZ/,/files/ENCFF978EZC/,/files/ENCFF830TZX/,/files/ENCFF220AHX/,/files/ENCFF107INQ/,/files/ENCFF322YJM/,/files/ENCFF633CHN/,/files/ENCFF338EFN/,/files/ENCFF628DWR/,/files/ENCFF224QDJ/,/files/ENCFF336KSB/,/files/ENCFF321OPK/,/files/ENCFF983RWP/,/files/ENCFF804NZM/	/gene-silencing-series/ENCSR194GUX/	ENCBS899HWT,ENCBS209CFY	1,2	1		Homo sapiens	adult	48 years										/organisms/human/	/organisms/rice/	/replicates/2a587555-40c8-4c11-b123-3ed987b9e941/,/replicates/69c7b069-4dfb-4b32-9521-edcae673ac0b/				
/experiments/ENCSR404OEO/	ENCSR404OEO	ATAC-seq	ATAC-seq				Homo sapiens HG02763	HG02763	GEO:GSE172952		Stephen Montgomery, Stanford	ENCODE	released	/files/ENCFF711UJA/,/files/ENCFF922VLW/,/files/ENCFF064YKK/,/files/ENCFF321SNO/,/files/ENCFF764FAN/,/files/ENCFF997MUT/,/files/ENCFF608JOY/,/files/ENCFF464KLS/,/files/ENCFF780FGU/,/files/ENCFF838TQA/,/files/ENCFF557RTM/		ENCBS645NZI	1	1		Homo sapiens	adult													/replicates/978053cf-7995-484e-a467-fc841846da2f/				
/experiments/ENCSR135OML/	ENCSR135OML	ATAC-seq	ATAC-seq				Homo sapiens HCT116 genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, (insertion) using CRISPR targeting H. sapiens RAD21 treated with 1 μM 5-Phenyl-1H-indole-3-acetic acid for 6 hours	HCT116	GEO:GSE187099		Michael Snyder, Stanford	ENCODE	released	/files/ENCFF890OIZ/,/files/ENCFF353MUS/,/files/ENCFF976VMR/,/files/ENCFF322QKU/,/files/ENCFF060LCF/,/files/ENCFF882FPD/,/files/ENCFF523KQF/,/files/ENCFF631PIW/,/files/ENCFF676FLS/,/files/ENCFF697DEP/,/files/ENCFF510XWC/,/files/ENCFF295DAJ/,/files/ENCFF388MTK/,/files/ENCFF593ZFH/,/files/ENCFF109HPW/,/files/ENCFF656HLT/,/files/ENCFF976MOU/,/files/ENCFF774RFZ/,/files/ENCFF441QQP/,/files/ENCFF847QBL/,/files/ENCFF461BPE/,/files/ENCFF734KNW/,/files/ENCFF741IRA/,/files/ENCFF420AQB/,/files/ENCFF923RHS/,/files/ENCFF400LLW/,/files/ENCFF597ZBJ/,/files/ENCFF177FCE/,/files/ENCFF482UXD/,/files/ENCFF460JUY/,/files/ENCFF439ATR/,/files/ENCFF909VDC/,/files/ENCFF541OPJ/,/files/ENCFF766ECY/	/gene-silencing-series/ENCSR194GUX/	ENCBS561ALW,ENCBS621BTW	1,2	1		Homo sapiens	adult	48 years	5-Phenyl-1H-indole-3-acetic acid		1	μM	6	hour				/organisms/human/	/organisms/rice/	/replicates/69d16898-bd9c-4cac-9346-ddd8f68dd9df/,/replicates/3bfb4774-b5f6-4dac-9e3d-a7904ba9b42d/				
/experiments/ENCSR038WVV/	ENCSR038WVV	ATAC-seq	ATAC-seq				Homo sapiens HG02973	HG02973	GEO:GSE172634		Stephen Montgomery, Stanford	ENCODE	released	/files/ENCFF642PME/,/files/ENCFF782SQJ/,/files/ENCFF144NQR/,/files/ENCFF395ZMS/,/files/ENCFF557SWI/,/files/ENCFF367ROZ/,/files/ENCFF750TRN/,/files/ENCFF505SHO/,/files/ENCFF518WFH/,/files/ENCFF505XMS/,/files/ENCFF981ZEG/		ENCBS888IRD	1	1		Homo sapiens	adult													/replicates/93263c39-00ca-4167-8ce3-823abb397322/				
/experiments/ENCSR260LAN/	ENCSR260LAN	ATAC-seq	ATAC-seq				Homo sapiens naive thymus-derived CD4-positive, alpha-beta T cell male adult (48 years)	naive thymus-derived CD4-positive, alpha-beta T cell	GEO:GSE215625		Michael Snyder, Stanford	ENCODE	released	/files/ENCFF423YCF/,/files/ENCFF410DJQ/,/files/ENCFF244AVU/,/files/ENCFF067TVC/,/files/ENCFF540EHP/,/files/ENCFF901TZE/,/files/ENCFF778EUR/,/files/ENCFF510JNI/,/files/ENCFF778DJR/,/files/ENCFF086YPZ/,/files/ENCFF513JVX/,/files/ENCFF184REK/,/files/ENCFF199DOD/,/files/ENCFF708IMA/,/files/ENCFF210UPW/,/files/ENCFF784UYG/,/files/ENCFF129TRX/,/files/ENCFF596ULH/,/files/ENCFF826WGX/,/files/ENCFF444UPK/,/files/ENCFF991OGT/,/files/ENCFF032RUV/,/files/ENCFF544BBG/,/files/ENCFF400SHU/,/files/ENCFF099EYO/,/files/ENCFF171FVJ/,/files/ENCFF116JLE/,/files/ENCFF115ZDS/,/files/ENCFF705AZV/,/files/ENCFF873OEI/,/files/ENCFF172XUM/,/files/ENCFF454IBR/,/files/ENCFF023VCN/,/files/ENCFF065DGQ/		ENCBS711DUV,ENCBS119LOF	1,2	1		Homo sapiens	adult	48 years												/replicates/121c1371-ea32-4a8b-859c-b23c1933fcd1/,/replicates/447c6791-d78e-463a-902f-911800cef0fc/				
/experiments/ENCSR983HXF/	ENCSR983HXF	ATAC-seq	ATAC-seq				Homo sapiens activated naive CD8-positive, alpha-beta T cell nuclear fraction male adult (30 years) treated with anti-CD3 and anti-CD28 coated beads for 7 days, 10 ng/mL Interleukin-2 for 5 days	activated naive CD8-positive, alpha-beta T cell	GEO:GSE187937		Michael Snyder, Stanford	ENCODE	released	/files/ENCFF102BMU/,/files/ENCFF239UJW/,/files/ENCFF874QST/,/files/ENCFF980SRE/,/files/ENCFF725KCB/,/files/ENCFF133HQE/,/files/ENCFF935XAF/,/files/ENCFF595GOY/,/files/ENCFF097RNL/,/files/ENCFF792EFB/,/files/ENCFF744UJW/		ENCBS488HSX	1	1		Homo sapiens	adult	30 years	anti-CD3 and anti-CD28 coated beads,Interleukin-2	UniProtKB:P60568	10	ng/mL	7,5	day						/replicates/04f81c29-18e5-4777-9f92-ac5020910c9b/		nucleus		
/experiments/ENCSR977LVI/	ENCSR977LVI	ATAC-seq	ATAC-seq				Homo sapiens T-cell female adult (21 years)	T-cell	GEO:GSE187916		Michael Snyder, Stanford	ENCODE	released	/files/ENCFF996LEY/,/files/ENCFF889OZP/,/files/ENCFF636VEO/,/files/ENCFF860AAA/,/files/ENCFF585UIV/,/files/ENCFF726JIT/,/files/ENCFF263PHY/,/files/ENCFF984NGC/,/files/ENCFF284IBU/,/files/ENCFF273DGN/,/files/ENCFF851MGR/,/files/ENCFF280HEX/,/files/ENCFF569VRC/,/files/ENCFF978AJO/,/files/ENCFF208QWY/,/files/ENCFF016KFP/,/files/ENCFF177RJE/,/files/ENCFF970BSH/,/files/ENCFF072PLZ/,/files/ENCFF375TLF/,/files/ENCFF516QQD/,/files/ENCFF753XDV/,/files/ENCFF473BZN/,/files/ENCFF648YYE/,/files/ENCFF492XMG/,/files/ENCFF785TMQ/,/files/ENCFF814ZWG/,/files/ENCFF500VSL/,/files/ENCFF848OHL/,/files/ENCFF274CAG/,/files/ENCFF059THC/,/files/ENCFF561QLV/,/files/ENCFF442JNK/,/files/ENCFF885IIV/		ENCBS279AXJ,ENCBS918RAZ	1,2	1		Homo sapiens	adult	21 years												/replicates/da8a8cbf-e426-4b13-9599-2044ff1dc29c/,/replicates/db1ec01b-8a4f-452d-9c56-4e2bfeee3cd3/				
/experiments/ENCSR102RXG/	ENCSR102RXG	ATAC-seq	ATAC-seq				Homo sapiens T-cell female adult (33 years)	T-cell	GEO:GSE187329		Michael Snyder, Stanford	ENCODE	released	/files/ENCFF668KMF/,/files/ENCFF122XHY/,/files/ENCFF118SJZ/,/files/ENCFF900FLK/,/files/ENCFF845DQD/,/files/ENCFF170XRK/,/files/ENCFF830AGO/,/files/ENCFF460UBP/,/files/ENCFF188CIA/,/files/ENCFF058UYY/,/files/ENCFF476TCF/		ENCBS601TRT	1	1		Homo sapiens	adult	33 years												/replicates/d7081bd7-ade1-4158-9543-cd50ee33913f/				
/experiments/ENCSR441BDP/	ENCSR441BDP	ATAC-seq	ATAC-seq				Homo sapiens HCT116 genetically modified (insertion) using CRISPR inserting O. sativa LOC4335696, (insertion) using CRISPR targeting H. sapiens CDK7	HCT116	GEO:GSE187668		Michael Snyder, Stanford	ENCODE	released	/files/ENCFF969KRC/,/files/ENCFF770BWU/,/files/ENCFF441BKZ/,/files/ENCFF847CKO/,/files/ENCFF191SZI/,/files/ENCFF834CRJ/,/files/ENCFF559TWL/,/files/ENCFF548ZVI/,/files/ENCFF968VUJ/,/files/ENCFF716YWH/,/files/ENCFF778THH/,/files/ENCFF577ASF/,/files/ENCFF124WTX/,/files/ENCFF970VHC/,/files/ENCFF999VQB/,/files/ENCFF104LTA/,/files/ENCFF653UAT/,/files/ENCFF992IRP/,/files/ENCFF514ZFP/,/files/ENCFF830CRR/,/files/ENCFF858HYF/,/files/ENCFF799GTQ/,/files/ENCFF105LLI/,/files/ENCFF334CUQ/,/files/ENCFF984WAX/,/files/ENCFF731GSD/,/files/ENCFF223NDZ/,/files/ENCFF409NYB/,/files/ENCFF959FQW/,/files/ENCFF991IXP/,/files/ENCFF018WDX/,/files/ENCFF660PIO/,/files/ENCFF622VZY/,/files/ENCFF147APR/	/gene-silencing-series/ENCSR415KBO/	ENCBS149SOW,ENCBS200JDW	1,2	1		Homo sapiens	adult	48 years										/organisms/human/	/organisms/rice/	/replicates/f3131d3c-b340-4921-9389-7aff13aa838e/,/replicates/ed4d4df4-c8e8-493d-901c-060c26505515/				
/experiments/ENCSR044ATC/	ENCSR044ATC	ATAC-seq	ATAC-seq				Homo sapiens natural killer cell female adult (41 years)	natural killer cell	GEO:GSE187174		Michael Snyder, Stanford	ENCODE	released	/files/ENCFF103WSH/,/files/ENCFF235FIE/,/files/ENCFF859FQR/,/files/ENCFF547VKO/,/files/ENCFF866ACZ/,/files/ENCFF214YWL/,/files/ENCFF200QWD/,/files/ENCFF466TMJ/,/files/ENCFF147WWZ/,/files/ENCFF363HBZ/,/files/ENCFF382WHO/,/files/ENCFF450XPR/,/files/ENCFF333EKN/,/files/ENCFF498XUR/,/files/ENCFF648KYO/,/files/ENCFF979BFL/,/files/ENCFF063YVQ/,/files/ENCFF652RTX/,/files/ENCFF674FNS/,/files/ENCFF173QUR/,/files/ENCFF398QLV/,/files/ENCFF966CMA/,/files/ENCFF539XOY/,/files/ENCFF051PJD/,/files/ENCFF545BAW/,/files/ENCFF298ZOA/,/files/ENCFF105RFK/,/files/ENCFF377RLW/,/files/ENCFF496GXT/,/files/ENCFF473MMF/,/files/ENCFF838VUV/,/files/ENCFF529XGS/,/files/ENCFF508NAK/,/files/ENCFF774APK/		ENCBS414QCP,ENCBS834TFI	1,2	1		Homo sapiens	adult	41 years												/replicates/2a85ba0b-0b3b-4a45-99b3-660b1c60dee1/,/replicates/ddc304d4-a25c-448a-ad75-5396a5ecd473/				
/experiments/ENCSR685OFR/	ENCSR685OFR	ATAC-seq	ATAC-seq				Homo sapiens naive B cell female adult (39 years)	naive B cell	GEO:GSE188165		Michael Snyder, Stanford	ENCODE	released	/files/ENCFF154DAA/,/files/ENCFF538PHT/,/files/ENCFF840JDP/,/files/ENCFF957VLR/,/files/ENCFF096RKG/,/files/ENCFF577KRZ/,/files/ENCFF729QIM/,/files/ENCFF712ASQ/,/files/ENCFF271LEW/,/files/ENCFF544REB/,/files/ENCFF256WXD/,/files/ENCFF380TOL/,/files/ENCFF950NID/,/files/ENCFF960CMU/,/files/ENCFF402TQJ/,/files/ENCFF057BKQ/,/files/ENCFF088YKI/,/files/ENCFF087HEY/,/files/ENCFF354MNN/,/files/ENCFF619RDA/,/files/ENCFF446TPZ/,/files/ENCFF219TJQ/,/files/ENCFF733IAP/,/files/ENCFF318SBB/,/files/ENCFF564ICK/,/files/ENCFF424JEX/,/files/ENCFF229OLY/,/files/ENCFF410AQH/,/files/ENCFF682KBK/,/files/ENCFF180IAH/,/files/ENCFF216YMB/,/files/ENCFF014FOR/,/files/ENCFF912HVO/,/files/ENCFF971AID/		ENCBS721IPZ,ENCBS623YDK	1,2	1		Homo sapiens	adult	39 years												/replicates/30c8a0b4-d50e-488b-b688-ad568f188788/,/replicates/c09dc926-90ac-464e-89a5-0c2d596eda8b/				
/experiments/ENCSR305XRF/	ENCSR305XRF	ATAC-seq	ATAC-seq				Homo sapiens HG03175	HG03175	GEO:GSE172679		Stephen Montgomery, Stanford	ENCODE	released	/files/ENCFF641WLI/,/files/ENCFF662IUF/,/files/ENCFF487MUI/,/files/ENCFF963YZH/,/files/ENCFF111HAF/,/files/ENCFF101BDO/,/files/ENCFF240MMD/,/files/ENCFF937GVS/,/files/ENCFF836TIK/,/files/ENCFF914TAP/,/files/ENCFF398GVK/		ENCBS883GAC	1	1		Homo sapiens	adult													/replicates/44eeefeb-6d05-4967-8553-6dbcf1ef01c5/				
/experiments/ENCSR492FJO/	ENCSR492FJO	ATAC-seq	ATAC-seq				Homo sapiens GM18867	GM18867	GEO:GSE172566		Stephen Montgomery, Stanford	ENCODE	released	/files/ENCFF192ONT/,/files/ENCFF566SFL/,/files/ENCFF706PBX/,/files/ENCFF500EBK/,/files/ENCFF576HEQ/,/files/ENCFF829IFA/,/files/ENCFF304LFZ/,/files/ENCFF538YUQ/,/files/ENCFF611QKK/,/files/ENCFF094CWB/,/files/ENCFF055GHR/		ENCBS180AJA	1	1		Homo sapiens	adult													/replicates/109d4b57-f43e-4ca1-bb6a-24abbc520586/				
/experiments/ENCSR322SBN/	ENCSR322SBN	ATAC-seq	ATAC-seq				Homo sapiens HG03457	HG03457	GEO:GSE172720		Stephen Montgomery, Stanford	ENCODE	released	/files/ENCFF207JWF/,/files/ENCFF464AIO/,/files/ENCFF717APJ/,/files/ENCFF872INX/,/files/ENCFF785NTV/,/files/ENCFF564NKT/,/files/ENCFF561CLO/,/files/ENCFF018MIH/,/files/ENCFF824BKI/,/files/ENCFF477DEN/,/files/ENCFF619LDY/		ENCBS976WAY	1	1		Homo sapiens	adult													/replicates/6fcb14fb-14cb-4e62-84ea-0d3a512a99b1/				
/experiments/ENCSR214EIV/	ENCSR214EIV	ATAC-seq	ATAC-seq				Homo sapiens GM21619	GM21619	GEO:GSE173002		Stephen Montgomery, Stanford	ENCODE	released	/files/ENCFF318KED/,/files/ENCFF115LYZ/,/files/ENCFF287DNM/,/files/ENCFF464NVB/,/files/ENCFF617RGH/,/files/ENCFF418UHA/,/files/ENCFF218LEA/,/files/ENCFF524PBI/,/files/ENCFF674XMD/,/files/ENCFF095RYU/,/files/ENCFF715UOV/		ENCBS062HXL	1	1		Homo sapiens	adult													/replicates/5ad2a215-a964-4e21-a0eb-846e895e0b05/				
/experiments/ENCSR487SOP/	ENCSR487SOP	ATAC-seq	ATAC-seq				Homo sapiens HG03064	HG03064	GEO:GSE172559		Stephen Montgomery, Stanford	ENCODE	released	/files/ENCFF048TQK/,/files/ENCFF918OUM/,/files/ENCFF203ZWZ/,/files/ENCFF902NPJ/,/files/ENCFF321AMD/,/files/ENCFF585HOT/,/files/ENCFF270VDV/,/files/ENCFF390QUM/,/files/ENCFF688DEK/,/files/ENCFF984ZQA/,/files/ENCFF378XZA/		ENCBS035JYQ	1	1		Homo sapiens	adult													/replicates/a9e022a5-261b-4c55-a66e-77de0d6df38f/				
/experiments/ENCSR608KJD/	ENCSR608KJD	ATAC-seq	ATAC-seq				Homo sapiens HG03097	HG03097	GEO:GSE172760		Stephen Montgomery, Stanford	ENCODE	released	/files/ENCFF399NMA/,/files/ENCFF363JCO/,/files/ENCFF717RDK/,/files/ENCFF579CDB/,/files/ENCFF720PYC/,/files/ENCFF463QQZ/,/files/ENCFF042NNV/,/files/ENCFF562BFJ/,/files/ENCFF919PWF/,/files/ENCFF841XYE/,/files/ENCFF816FTJ/		ENCBS554XES	1	1		Homo sapiens	adult													/replicates/3b94af8d-0943-4b09-a0c6-50fce4fb8408/				
/experiments/ENCSR144ZXR/	ENCSR144ZXR	ATAC-seq	ATAC-seq				Homo sapiens HG02759	HG02759	GEO:GSE172826		Stephen Montgomery, Stanford	ENCODE	released	/files/ENCFF003XMY/,/files/ENCFF728BVA/,/files/ENCFF697QXK/,/files/ENCFF807KBI/,/files/ENCFF274ZBT/,/files/ENCFF893FAJ/,/files/ENCFF687QML/,/files/ENCFF929ILE/,/files/ENCFF553NML/,/files/ENCFF609TPR/,/files/ENCFF880QAL/		ENCBS103BCS	1	1		Homo sapiens	adult													/replicates/2f888334-8c7b-480e-ba7f-a2b10045bbd7/				
/experiments/ENCSR835WBW/	ENCSR835WBW	ATAC-seq	ATAC-seq				Homo sapiens HG03565	HG03565	GEO:GSE172757		Stephen Montgomery, Stanford	ENCODE	released	/files/ENCFF371QBH/,/files/ENCFF364QMG/,/files/ENCFF320OIF/,/files/ENCFF557QED/,/files/ENCFF670XKX/,/files/ENCFF407HFG/,/files/ENCFF220BRO/,/files/ENCFF245DIM/,/files/ENCFF837VTX/,/files/ENCFF948GVD/,/files/ENCFF065IWN/		ENCBS637OXR	1	1		Homo sapiens	adult													/replicates/fc8a9446-df86-4c7f-8115-b83621f38506/				
/experiments/ENCSR422RPD/	ENCSR422RPD	ATAC-seq	ATAC-seq				Homo sapiens GM21717	GM21717	GEO:GSE172979		Stephen Montgomery, Stanford	ENCODE	released	/files/ENCFF982HMD/,/files/ENCFF156QCW/,/files/ENCFF903FST/,/files/ENCFF496QAW/,/files/ENCFF839AZL/,/files/ENCFF146GHP/,/files/ENCFF553HYZ/,/files/ENCFF703AAZ/,/files/ENCFF467IGK/,/files/ENCFF387RGN/,/files/ENCFF963RXJ/		ENCBS091CWU	1	1		Homo sapiens	adult													/replicates/a81cc37a-43c8-4bde-b585-a4f24ea9ac68/				
/experiments/ENCSR408IVU/	ENCSR408IVU	ATAC-seq	ATAC-seq				Homo sapiens GM21526	GM21526	GEO:GSE172959		Stephen Montgomery, Stanford	ENCODE	released	/files/ENCFF883OSL/,/files/ENCFF699COI/,/files/ENCFF819FZH/,/files/ENCFF090VTK/,/files/ENCFF420AHV/,/files/ENCFF903JQB/,/files/ENCFF174QHX/,/files/ENCFF030FZS/,/files/ENCFF216QZV/,/files/ENCFF969IAI/,/files/ENCFF628NXP/		ENCBS904JUM	1	1		Homo sapiens	adult													/replicates/ea7f012b-bead-4833-bb3e-a69da59c779c/				
